"","BFS","J_0_6","J_7_15","J_16_19","J_20_24","J_25_44","J_45_64","J_65_79","J_80P","MANN","FRAU","SCHWEIZ","AUSLAND","STICHTAG","TOT","GKODE_HEKTARMP","GKODN_HEKTARMP"
"14012",198,15,26,12,14,47,35,5,0,66,88,117,37,2018-03-31,154,2697150,1245150
"14013",296,8,6,5,8,29,23,12,3,43,51,73,21,2018-03-31,94,2693950,1254150
"14014",198,4,9,1,4,37,14,3,0,33,39,54,18,2018-03-31,72,2696250,1243250
"14015",261,6,4,1,7,25,15,2,1,34,27,27,34,2018-03-31,61,2679050,1249950
"14016",154,3,13,4,3,26,16,4,1,37,33,40,30,2018-03-31,70,2687950,1242550
"14017",296,6,4,7,9,34,14,5,0,49,30,21,58,2018-03-31,79,2694150,1253550
"14018",261,11,8,2,6,51,40,21,6,75,70,91,54,2018-03-31,145,2685950,1250850
"14019",138,21,11,1,3,38,12,2,3,42,49,66,25,2018-03-31,91,2696250,1229050
"14020",219,0,4,1,1,6,3,6,4,12,13,21,4,2018-03-31,25,2701750,1262250
"14021",230,11,13,3,24,199,129,73,24,277,199,415,61,2018-03-31,476,2696550,1261550
"14022",194,0,3,0,1,4,7,9,1,13,12,24,1,2018-03-31,25,2694650,1246050
"14023",261,6,6,5,4,74,48,13,5,85,76,108,53,2018-03-31,161,2683450,1248750
"14024",225,2,3,3,1,23,11,1,0,22,22,35,9,2018-03-31,44,2702250,1267650
"14025",88,1,1,0,4,11,20,4,1,23,19,35,7,2018-03-31,42,2677450,1262650
"14026",228,0,7,3,1,8,9,6,1,17,18,31,4,2018-03-31,35,2706450,1255050
"14027",138,1,11,7,2,16,27,9,1,32,42,50,24,2018-03-31,74,2695550,1229950
"14028",223,3,18,2,1,15,24,1,0,30,34,55,9,2018-03-31,64,2692350,1265150
"14029",261,1,4,1,1,17,22,11,5,26,36,46,16,2018-03-31,62,2678850,1247650
"14030",261,5,1,0,2,37,5,13,55,48,70,82,36,2018-03-31,118,2678850,1250850
"14031",250,12,12,4,9,46,30,31,13,74,83,112,45,2018-03-31,157,2674250,1249050
"14032",53,12,7,5,6,33,17,5,2,46,41,69,18,2018-03-31,87,2683250,1264750
"14033",52,5,4,4,5,32,13,11,1,40,35,53,22,2018-03-31,75,2689450,1255050
"14034",199,2,4,1,5,5,20,15,29,31,50,67,14,2018-03-31,81,2694350,1249650
"14035",101,3,7,2,4,10,9,4,0,22,17,27,12,2018-03-31,39,2676050,1260250
"14036",196,14,6,5,2,38,18,10,2,48,47,72,23,2018-03-31,95,2696850,1240650
"14037",93,0,1,0,1,0,6,5,0,9,4,13,0,2018-03-31,13,2672750,1262050
"14038",261,13,21,5,24,109,28,13,3,102,114,128,88,2018-03-31,216,2681850,1246450
"14039",243,3,0,1,9,20,6,0,0,26,13,10,29,2018-03-31,39,2674450,1250050
"14040",193,8,5,0,4,21,12,8,2,30,30,55,5,2018-03-31,60,2690650,1247150
"14041",230,2,4,2,1,7,5,7,8,16,20,30,6,2018-03-31,36,2696350,1263050
"14042",261,14,11,3,6,51,63,10,5,88,75,107,56,2018-03-31,163,2679950,1248750
"14043",135,3,0,5,5,9,19,5,3,26,23,35,14,2018-03-31,49,2683350,1242950
"14044",153,0,6,3,0,6,15,11,3,21,23,44,0,2018-03-31,44,2701650,1234650
"14045",199,9,12,5,3,23,31,14,5,54,48,85,17,2018-03-31,102,2692750,1249150
"14046",27,1,10,4,6,30,34,6,4,44,51,60,35,2018-03-31,95,2691250,1282350
"14047",131,5,3,1,3,24,19,7,2,32,32,33,31,2018-03-31,64,2682850,1240450
"14048",158,3,7,0,5,13,29,6,5,31,37,64,4,2018-03-31,68,2699250,1232650
"14049",261,2,4,4,4,8,18,9,3,26,26,25,27,2018-03-31,52,2684050,1249150
"14050",116,1,1,2,2,8,21,9,4,25,23,43,5,2018-03-31,48,2699950,1237850
"14051",90,10,12,13,21,31,61,8,0,79,77,138,18,2018-03-31,156,2679650,1259650
"14052",261,0,2,1,6,47,13,5,0,41,33,50,24,2018-03-31,74,2683450,1251650
"14053",230,5,11,3,3,35,7,2,0,26,40,49,17,2018-03-31,66,2699750,1262750
"14054",227,3,3,0,0,2,6,3,1,10,8,18,0,2018-03-31,18,2697250,1266450
"14055",261,2,8,2,1,18,29,8,4,42,30,57,15,2018-03-31,72,2680350,1250450
"14056",135,4,1,3,3,13,17,5,1,21,26,24,23,2018-03-31,47,2683550,1242750
"14057",296,2,3,0,1,12,9,10,1,16,22,21,17,2018-03-31,38,2695050,1253450
"14058",90,2,3,1,0,8,5,7,1,16,11,26,1,2018-03-31,27,2680150,1257850
"14059",115,4,5,4,1,11,13,8,1,25,22,43,4,2018-03-31,47,2699950,1240650
"14060",198,3,11,4,3,27,13,13,2,37,39,61,15,2018-03-31,76,2696350,1245650
"14061",90,8,14,8,2,33,28,15,2,57,53,73,37,2018-03-31,110,2679650,1259450
"14062",230,9,8,2,4,21,18,21,9,41,51,70,22,2018-03-31,92,2699350,1260250
"14063",96,7,8,2,1,24,14,7,1,34,30,37,27,2018-03-31,64,2677850,1253650
"14064",131,7,5,1,6,31,28,12,7,46,51,60,37,2018-03-31,97,2682150,1240750
"14065",244,0,0,0,0,3,4,2,2,6,5,8,3,2018-03-31,11,2673550,1252250
"14066",140,2,4,1,0,5,2,7,2,12,11,18,5,2018-03-31,23,2691150,1227650
"14067",193,7,19,3,8,19,41,17,3,58,59,109,8,2018-03-31,117,2690450,1247750
"14068",27,7,9,6,6,31,28,9,3,45,54,61,38,2018-03-31,99,2690950,1282650
"14069",246,0,4,0,2,9,10,3,0,14,14,25,3,2018-03-31,28,2672250,1253650
"14070",198,2,7,0,3,29,8,26,17,38,54,72,20,2018-03-31,92,2696550,1245150
"14071",94,5,11,1,1,9,10,1,0,21,17,29,9,2018-03-31,38,2671250,1256550
"14072",261,7,9,2,0,16,12,29,18,37,56,81,12,2018-03-31,93,2680650,1252950
"14073",247,8,3,1,2,12,5,0,0,19,12,24,7,2018-03-31,31,2675950,1250650
"14074",120,2,4,0,1,14,14,7,1,22,21,37,6,2018-03-31,43,2711450,1236550
"14075",173,0,2,0,2,4,5,2,2,9,8,17,0,2018-03-31,17,2704650,1246550
"14076",135,7,2,2,2,24,9,3,2,29,22,20,31,2018-03-31,51,2683950,1241750
"14077",118,5,8,2,4,19,22,13,2,42,33,50,25,2018-03-31,75,2706550,1234450
"14078",66,7,5,2,4,25,18,17,4,38,44,33,49,2018-03-31,82,2685850,1253350
"14079",261,3,5,4,4,13,24,17,6,42,34,65,11,2018-03-31,76,2683250,1247550
"14080",230,2,1,1,1,4,4,6,1,9,11,19,1,2018-03-31,20,2700050,1260650
"14081",159,5,8,2,2,13,20,0,2,28,24,37,15,2018-03-31,52,2694350,1235450
"14082",295,5,11,2,1,18,9,8,0,25,29,38,16,2018-03-31,54,2687650,1234250
"14083",60,1,2,0,3,6,5,8,2,17,10,27,0,2018-03-31,27,2679650,1262050
"14084",177,3,7,6,8,7,22,12,3,32,36,62,6,2018-03-31,68,2701150,1247950
"14085",141,3,8,12,1,4,31,8,2,31,38,49,20,2018-03-31,69,2684550,1238950
"14086",64,3,10,2,1,5,11,6,2,22,18,40,0,2018-03-31,40,2690250,1257250
"14087",230,7,12,2,5,23,22,4,0,39,36,48,27,2018-03-31,75,2698950,1263950
"14088",261,0,3,3,1,3,8,11,2,16,15,27,4,2018-03-31,31,2685050,1247550
"14089",136,1,4,0,1,3,11,8,3,17,14,29,2,2018-03-31,31,2682450,1237850
"14090",158,0,5,0,0,8,8,3,1,12,13,22,3,2018-03-31,25,2698150,1232450
"14091",117,1,0,0,1,4,8,9,1,14,10,24,0,2018-03-31,24,2707450,1238450
"14092",261,3,3,2,4,22,11,0,1,24,22,20,26,2018-03-31,46,2680250,1249050
"14093",67,4,0,2,0,10,5,4,1,13,13,21,5,2018-03-31,26,2682550,1274250
"14094",231,4,5,4,2,5,12,0,0,17,15,32,0,2018-03-31,32,2703850,1255650
"14095",121,8,3,3,4,8,20,4,0,26,24,40,10,2018-03-31,50,2702150,1241350
"14096",120,2,3,0,0,4,8,2,0,9,10,14,5,2018-03-31,19,2712950,1235650
"14097",112,5,0,1,2,13,16,12,1,21,29,48,2,2018-03-31,50,2704850,1236250
"14098",245,9,3,5,5,30,36,8,10,43,63,66,40,2018-03-31,106,2678250,1250950
"14099",161,2,3,0,0,9,9,6,1,12,18,24,6,2018-03-31,30,2685750,1243750
"14100",29,1,4,6,3,2,17,2,0,18,17,32,3,2018-03-31,35,2689650,1282050
"14101",261,4,2,2,2,59,21,3,3,50,46,56,40,2018-03-31,96,2681650,1247550
"14102",141,2,0,0,2,6,5,5,0,11,9,20,0,2018-03-31,20,2684950,1238250
"14103",261,11,14,3,8,54,31,29,9,92,67,120,39,2018-03-31,159,2680150,1250950
"14104",14,2,1,2,0,1,9,6,3,9,15,19,5,2018-03-31,24,2678650,1243050
"14105",192,0,0,0,0,4,7,5,0,10,6,12,4,2018-03-31,16,2696350,1238250
"14106",92,8,20,9,9,25,16,0,0,49,38,67,20,2018-03-31,87,2681950,1258850
"14107",27,6,8,2,5,28,16,9,1,36,39,59,16,2018-03-31,75,2691850,1282250
"14108",192,2,8,2,0,2,7,3,1,12,13,24,1,2018-03-31,25,2694950,1238950
"14109",14,0,3,0,0,6,3,2,1,9,6,12,3,2018-03-31,15,2678250,1244050
"14110",242,4,4,2,1,16,25,6,2,36,24,32,28,2018-03-31,60,2675550,1244950
"14111",218,2,3,2,4,5,11,0,2,13,16,28,1,2018-03-31,29,2704450,1269150
"14112",195,2,8,0,1,14,12,8,2,23,24,39,8,2018-03-31,47,2690650,1245550
"14113",297,1,1,0,0,2,1,8,0,7,6,13,0,2018-03-31,13,2708050,1247650
"14114",53,13,11,11,7,40,35,19,6,67,75,111,31,2018-03-31,142,2683050,1264550
"14115",172,1,1,0,0,6,10,10,3,18,13,28,3,2018-03-31,31,2699750,1249150
"14116",131,2,6,0,1,9,2,5,3,11,17,18,10,2018-03-31,28,2681350,1241250
"14117",120,0,3,2,0,2,7,3,2,9,10,19,0,2018-03-31,19,2712950,1236250
"14118",223,0,1,1,0,2,9,0,0,4,9,13,0,2018-03-31,13,2691950,1264050
"14119",121,1,2,0,0,6,5,0,1,9,6,10,5,2018-03-31,15,2704650,1243050
"14120",64,4,2,1,10,14,3,2,2,23,15,19,19,2018-03-31,38,2691050,1255950
"14121",121,6,6,4,9,38,24,13,5,52,53,55,50,2018-03-31,105,2703450,1243450
"14122",261,27,15,11,17,69,45,11,2,97,100,144,53,2018-03-31,197,2681050,1252350
"14123",141,8,6,1,4,39,24,11,2,42,53,66,29,2018-03-31,95,2684950,1239350
"14124",67,9,6,2,2,39,12,4,2,37,39,35,41,2018-03-31,76,2683050,1273550
"14125",152,2,3,0,1,7,6,1,0,8,12,14,6,2018-03-31,20,2688950,1238050
"14126",261,6,5,4,4,40,16,1,4,33,47,40,40,2018-03-31,80,2681450,1251950
"14127",213,0,1,0,0,6,13,5,4,14,15,28,1,2018-03-31,29,2693350,1258650
"14128",115,0,6,2,1,1,8,2,0,11,9,20,0,2018-03-31,20,2701450,1240950
"14129",230,1,5,0,5,19,6,1,2,18,21,33,6,2018-03-31,39,2697650,1261650
"14130",224,5,2,3,4,21,27,14,2,42,36,49,29,2018-03-31,78,2690750,1263350
"14131",223,1,8,1,1,16,7,3,1,18,20,32,6,2018-03-31,38,2692350,1265250
"14132",5,1,4,0,0,11,12,7,2,18,19,35,2,2018-03-31,37,2676150,1238550
"14133",261,1,7,1,1,4,11,14,8,18,29,43,4,2018-03-31,47,2680750,1245950
"14134",244,5,1,3,2,17,11,17,7,29,34,41,22,2018-03-31,63,2673250,1252850
"14135",250,0,5,3,2,3,10,4,1,12,16,27,1,2018-03-31,28,2674950,1249150
"14136",158,2,7,9,3,5,22,7,0,26,29,48,7,2018-03-31,55,2698250,1233050
"14137",261,8,10,4,2,42,23,9,1,48,51,58,41,2018-03-31,99,2682450,1244550
"14138",261,21,11,7,9,48,17,5,0,59,59,90,28,2018-03-31,118,2687250,1250250
"14139",69,5,5,1,5,33,28,16,18,52,59,76,35,2018-03-31,111,2687450,1251950
"14140",84,2,6,2,4,11,23,7,3,31,27,30,28,2018-03-31,58,2675150,1254550
"14141",153,26,28,6,7,64,32,4,1,77,91,101,67,2018-03-31,168,2701050,1233950
"14142",261,5,5,4,7,27,27,15,6,42,54,72,24,2018-03-31,96,2677850,1249250
"14143",152,0,4,2,0,3,15,8,0,15,17,31,1,2018-03-31,32,2689250,1237950
"14144",102,1,5,1,3,10,14,6,2,20,22,29,13,2018-03-31,42,2675250,1267750
"14145",177,0,5,0,0,5,11,4,1,12,14,24,2,2018-03-31,26,2702050,1248050
"14146",216,3,1,1,2,7,2,2,0,9,9,14,4,2018-03-31,18,2700750,1267950
"14147",261,9,6,4,1,28,13,10,3,32,42,33,41,2018-03-31,74,2684650,1248850
"14148",261,9,8,1,8,39,30,14,7,50,66,74,42,2018-03-31,116,2682250,1252250
"14149",117,3,4,1,1,18,1,1,0,13,16,8,21,2018-03-31,29,2705450,1240150
"14150",250,5,4,1,1,9,7,7,3,16,21,31,6,2018-03-31,37,2674650,1249350
"14151",230,2,1,2,3,9,21,7,1,26,20,40,6,2018-03-31,46,2698850,1265050
"14152",199,1,2,1,1,1,6,1,5,10,8,18,0,2018-03-31,18,2694950,1249750
"14153",261,17,28,13,16,72,72,40,5,139,124,194,69,2018-03-31,263,2679150,1249350
"14154",230,1,3,1,2,7,17,4,1,16,20,31,5,2018-03-31,36,2696750,1261250
"14155",200,4,5,1,3,16,13,1,0,23,20,25,18,2018-03-31,43,2690650,1252050
"14156",261,9,3,4,4,86,49,15,7,96,81,116,61,2018-03-31,177,2683350,1248950
"14157",177,7,5,4,6,12,14,11,2,29,32,59,2,2018-03-31,61,2702550,1246550
"14158",113,1,17,6,5,7,33,3,1,37,36,64,9,2018-03-31,73,2706050,1237350
"14159",140,2,0,0,0,2,5,9,0,10,8,18,0,2018-03-31,18,2691450,1227950
"14160",117,7,3,2,2,16,19,16,8,40,33,58,15,2018-03-31,73,2706050,1240150
"14161",141,1,2,1,1,5,5,6,0,9,12,12,9,2018-03-31,21,2684350,1238550
"14162",230,6,2,1,6,52,22,19,5,58,55,77,36,2018-03-31,113,2696950,1262750
"14163",57,6,7,4,4,20,18,5,0,35,29,45,19,2018-03-31,64,2685950,1265850
"14164",112,5,0,0,0,5,1,2,0,7,6,13,0,2018-03-31,13,2702550,1235350
"14165",296,3,10,1,2,8,20,4,0,22,26,44,4,2018-03-31,48,2696450,1254450
"14166",9,3,0,0,1,5,5,3,0,9,8,13,4,2018-03-31,17,2677550,1233450
"14167",142,6,3,2,7,34,21,6,5,37,47,65,19,2018-03-31,84,2693750,1230350
"14168",261,2,2,1,12,55,4,2,0,43,35,48,30,2018-03-31,78,2683750,1248150
"14169",220,0,4,0,1,8,10,3,0,14,12,24,2,2018-03-31,26,2709150,1264450
"14170",159,1,6,3,6,3,23,3,0,19,26,45,0,2018-03-31,45,2694150,1236150
"14171",195,2,0,0,3,6,20,1,2,15,19,31,3,2018-03-31,34,2691850,1243150
"14172",155,4,3,2,4,17,20,10,3,32,31,60,3,2018-03-31,63,2695550,1234950
"14173",230,10,6,3,2,31,18,5,1,41,35,63,13,2018-03-31,76,2696750,1262350
"14174",112,0,3,3,2,0,6,1,1,7,9,15,1,2018-03-31,16,2702350,1234750
"14175",219,1,5,1,2,2,4,5,2,10,12,22,0,2018-03-31,22,2701550,1262250
"14176",83,1,1,0,3,11,12,9,1,21,17,30,8,2018-03-31,38,2675250,1256850
"14177",111,1,6,1,0,9,8,7,2,17,17,31,3,2018-03-31,34,2706750,1244350
"14178",261,17,1,1,4,62,26,3,5,65,54,82,37,2018-03-31,119,2684350,1246550
"14179",223,1,2,1,0,3,4,2,0,6,7,12,1,2018-03-31,13,2692750,1264150
"14180",218,0,0,1,1,0,7,3,0,6,6,12,0,2018-03-31,12,2704150,1269150
"14181",297,3,5,1,1,21,3,7,0,19,22,33,8,2018-03-31,41,2707350,1249350
"14182",136,2,0,1,1,9,4,0,0,9,8,11,6,2018-03-31,17,2683550,1238350
"14183",60,2,3,0,1,7,8,7,0,15,13,9,19,2018-03-31,28,2681050,1262750
"14184",37,0,2,1,0,4,1,3,0,5,6,11,0,2018-03-31,11,2696550,1273950
"14185",261,3,12,4,3,17,23,6,2,35,35,51,19,2018-03-31,70,2682750,1253450
"14186",261,5,0,0,2,66,9,0,0,48,34,40,42,2018-03-31,82,2679650,1249150
"14187",136,9,11,2,7,30,28,9,6,51,51,55,47,2018-03-31,102,2682650,1239150
"14188",91,1,2,2,2,6,13,4,5,17,18,31,4,2018-03-31,35,2670550,1262650
"14189",2,1,0,0,4,7,7,2,0,12,9,12,9,2018-03-31,21,2677050,1237650
"14190",230,4,7,0,1,11,13,18,2,27,29,53,3,2018-03-31,56,2699950,1260650
"14191",177,1,2,0,0,3,4,6,1,5,12,16,1,2018-03-31,17,2702650,1246550
"14192",121,3,4,2,1,25,18,5,2,35,25,35,25,2018-03-31,60,2702650,1242750
"14193",97,4,4,3,7,21,19,14,4,41,35,54,22,2018-03-31,76,2682450,1256250
"14194",153,1,2,2,1,5,2,1,0,8,6,14,0,2018-03-31,14,2700350,1233450
"14195",243,9,7,6,13,33,33,8,5,61,53,75,39,2018-03-31,114,2673150,1250450
"14196",198,0,0,0,1,6,6,0,1,6,8,10,4,2018-03-31,14,2696050,1246550
"14197",261,0,1,0,0,3,9,13,0,10,16,20,6,2018-03-31,26,2684550,1248650
"14198",87,0,8,2,1,6,11,3,1,16,16,29,3,2018-03-31,32,2671950,1255250
"14199",120,3,4,4,1,14,34,10,0,36,34,53,17,2018-03-31,70,2713150,1235750
"14200",228,2,5,2,3,8,26,1,1,28,20,35,13,2018-03-31,48,2706250,1254650
"14201",213,10,8,0,1,20,20,10,5,33,41,67,7,2018-03-31,74,2693550,1258750
"14202",31,1,5,4,2,5,9,14,0,20,20,30,10,2018-03-31,40,2693650,1269250
"14203",261,3,6,3,2,36,44,11,3,57,51,64,44,2018-03-31,108,2682450,1250150
"14204",35,0,2,0,0,2,6,0,2,6,6,12,0,2018-03-31,12,2691550,1275550
"14205",194,6,7,1,6,17,35,36,9,56,61,100,17,2018-03-31,117,2693950,1247050
"14206",160,5,13,6,1,20,27,6,7,44,41,57,28,2018-03-31,85,2689350,1243250
"14207",230,8,5,3,6,42,22,4,2,51,41,72,20,2018-03-31,92,2696150,1260650
"14208",141,0,8,3,10,7,14,4,2,23,25,37,11,2018-03-31,48,2684650,1238850
"14209",230,9,1,0,0,15,9,10,7,25,26,32,19,2018-03-31,51,2694550,1262550
"14210",177,2,0,0,1,4,10,10,3,13,17,30,0,2018-03-31,30,2702150,1246950
"14211",121,4,3,4,3,14,21,8,2,25,34,31,28,2018-03-31,59,2702650,1241450
"14212",121,3,16,4,1,14,18,7,1,36,28,57,7,2018-03-31,64,2701650,1243150
"14213",249,2,1,0,5,44,12,8,0,40,32,41,31,2018-03-31,72,2675950,1251650
"14214",90,4,0,0,2,15,9,2,1,17,16,26,7,2018-03-31,33,2679350,1259650
"14215",261,3,4,7,11,14,2,2,0,27,16,0,43,2018-03-31,43,2680050,1249650
"14216",52,6,0,0,1,24,8,16,5,31,29,34,26,2018-03-31,60,2689950,1255350
"14217",251,3,3,1,1,21,21,8,9,29,38,61,6,2018-03-31,67,2675050,1252550
"14218",52,7,11,5,11,35,21,7,0,54,43,53,44,2018-03-31,97,2689650,1255450
"14219",111,0,0,1,1,3,5,2,0,9,3,12,0,2018-03-31,12,2707250,1242950
"14220",198,0,4,1,0,0,9,3,6,14,9,21,2,2018-03-31,23,2697150,1244050
"14221",155,2,2,0,0,6,6,5,0,12,9,19,2,2018-03-31,21,2696150,1233950
"14222",131,0,7,1,1,7,12,11,5,21,23,27,17,2018-03-31,44,2681650,1240350
"14223",228,2,12,3,7,8,28,4,3,28,39,65,2,2018-03-31,67,2705950,1255650
"14224",261,2,4,1,4,16,12,5,3,18,29,41,6,2018-03-31,47,2682050,1244150
"14225",35,2,2,0,1,1,5,6,0,8,9,11,6,2018-03-31,17,2690950,1275650
"14226",231,5,4,1,3,14,5,2,2,19,17,26,10,2018-03-31,36,2700550,1257150
"14227",198,0,2,0,0,3,12,13,5,18,17,29,6,2018-03-31,35,2697750,1244850
"14228",9,3,4,7,16,13,37,10,2,56,36,82,10,2018-03-31,92,2677350,1233250
"14229",54,2,2,0,2,11,5,5,0,14,13,14,13,2018-03-31,27,2689150,1252950
"14230",69,8,8,7,6,40,29,9,1,60,48,67,41,2018-03-31,108,2686750,1252250
"14231",61,0,4,0,0,3,8,3,0,9,9,17,1,2018-03-31,18,2679550,1272050
"14232",176,1,3,1,3,1,10,0,0,7,12,19,0,2018-03-31,19,2695150,1256650
"14233",64,0,0,0,3,3,3,6,2,7,10,12,5,2018-03-31,17,2690650,1257450
"14234",261,2,0,0,0,9,4,5,0,12,8,13,7,2018-03-31,20,2682850,1246850
"14235",101,0,6,1,2,3,9,3,2,13,13,26,0,2018-03-31,26,2675850,1260950
"14236",59,1,13,4,0,7,10,0,0,14,21,34,1,2018-03-31,35,2681350,1263650
"14237",65,0,1,0,1,0,5,4,1,6,6,12,0,2018-03-31,12,2689050,1260550
"14238",154,3,4,0,6,4,15,8,3,20,23,36,7,2018-03-31,43,2687150,1240450
"14239",191,0,3,0,3,5,8,9,1,15,14,26,3,2018-03-31,29,2689150,1249850
"14240",261,1,6,2,0,4,5,0,0,8,10,17,1,2018-03-31,18,2682450,1251150
"14241",227,3,3,1,1,5,8,0,2,13,10,21,2,2018-03-31,23,2695950,1265650
"14242",160,1,5,0,1,2,6,1,1,8,9,13,4,2018-03-31,17,2690450,1242750
"14243",153,0,1,0,0,3,5,15,6,15,15,27,3,2018-03-31,30,2701350,1234750
"14244",83,3,0,2,1,4,5,4,0,9,10,16,3,2018-03-31,19,2674850,1257150
"14245",230,4,0,0,0,11,3,3,0,11,10,15,6,2018-03-31,21,2698050,1261050
"14246",177,3,4,2,3,6,15,7,2,18,24,37,5,2018-03-31,42,2703250,1244550
"14247",115,3,1,1,0,3,6,2,0,9,7,16,0,2018-03-31,16,2699850,1239850
"14248",90,4,0,0,1,5,4,0,2,7,9,8,8,2018-03-31,16,2678650,1259450
"14249",112,3,3,2,2,9,10,9,3,18,23,39,2,2018-03-31,41,2702650,1235150
"14250",99,3,3,3,5,13,19,4,1,25,26,29,22,2018-03-31,51,2673650,1261450
"14251",14,6,1,0,0,16,11,6,0,21,19,29,11,2018-03-31,40,2678250,1242850
"14252",230,3,8,1,3,11,12,11,1,26,24,43,7,2018-03-31,50,2700950,1262550
"14253",142,4,3,1,1,11,18,15,4,25,32,49,8,2018-03-31,57,2692350,1231650
"14254",64,2,2,1,0,6,6,4,5,11,15,25,1,2018-03-31,26,2691550,1255650
"14255",155,2,4,1,0,5,9,10,5,15,21,35,1,2018-03-31,36,2695550,1234250
"14256",62,1,2,1,2,15,10,6,34,32,39,56,15,2018-03-31,71,2686250,1256250
"14257",12,0,4,3,1,1,6,0,0,4,11,15,0,2018-03-31,15,2679950,1233150
"14258",224,1,2,2,0,4,16,3,2,11,19,28,2,2018-03-31,30,2690750,1262950
"14259",180,4,5,2,1,16,16,4,1,25,24,38,11,2018-03-31,49,2699850,1254450
"14260",138,3,6,4,0,8,10,2,0,15,18,33,0,2018-03-31,33,2694450,1228150
"14261",131,1,3,1,1,4,4,5,1,12,8,13,7,2018-03-31,20,2681350,1241850
"14262",177,0,4,0,0,5,3,6,0,6,12,18,0,2018-03-31,18,2703250,1248350
"14263",176,15,8,1,3,39,16,2,0,42,42,53,31,2018-03-31,84,2695050,1255750
"14264",230,1,6,4,2,2,15,0,0,14,16,28,2,2018-03-31,30,2697650,1262650
"14265",10,0,0,2,1,2,8,8,0,12,9,17,4,2018-03-31,21,2673350,1235250
"14266",2,0,3,4,5,14,7,2,2,13,24,36,1,2018-03-31,37,2675050,1238050
"14267",191,0,3,0,6,2,12,10,3,21,15,31,5,2018-03-31,36,2689350,1249250
"14268",231,6,1,1,1,20,23,12,3,33,34,50,17,2018-03-31,67,2702150,1256250
"14269",230,1,5,2,3,5,13,3,0,17,15,27,5,2018-03-31,32,2700550,1260550
"14270",53,0,3,0,2,0,5,0,3,4,9,13,0,2018-03-31,13,2684850,1263350
"14271",84,3,3,2,2,6,19,10,0,23,22,41,4,2018-03-31,45,2675250,1254550
"14272",158,0,0,1,2,1,6,4,1,6,9,15,0,2018-03-31,15,2700250,1232750
"14273",261,0,2,1,1,1,13,8,1,14,13,16,11,2018-03-31,27,2684150,1248850
"14274",182,2,0,0,0,10,5,1,2,11,9,14,6,2018-03-31,20,2704650,1251650
"14275",93,0,3,3,2,2,8,0,0,11,7,17,1,2018-03-31,18,2672850,1262050
"14276",10,0,2,2,2,1,10,9,2,12,16,26,2,2018-03-31,28,2674550,1235650
"14277",261,1,2,1,0,14,4,4,1,13,14,17,10,2018-03-31,27,2683150,1250950
"14278",152,5,3,4,1,20,21,18,19,40,51,58,33,2018-03-31,91,2689050,1238050
"14279",14,1,2,1,0,2,10,12,5,15,18,30,3,2018-03-31,33,2678050,1243950
"14280",44,2,2,0,0,6,5,3,2,9,11,20,0,2018-03-31,20,2700650,1275250
"14281",200,1,2,0,0,3,4,1,0,5,6,11,0,2018-03-31,11,2689750,1253150
"14282",2,2,3,1,1,3,7,9,3,15,14,29,0,2018-03-31,29,2677450,1236950
"14283",157,0,0,1,2,2,3,3,0,6,5,10,1,2018-03-31,11,2698350,1236150
"14284",86,2,7,0,0,5,2,2,2,10,10,18,2,2018-03-31,20,2676350,1259750
"14285",223,0,0,0,1,7,3,1,0,7,5,9,3,2018-03-31,12,2691550,1263850
"14286",261,4,2,2,1,12,8,5,1,18,17,26,9,2018-03-31,35,2685150,1247050
"14287",154,1,2,0,2,2,1,2,2,5,7,4,8,2018-03-31,12,2686750,1241650
"14288",197,3,5,0,0,18,8,9,4,26,21,42,5,2018-03-31,47,2692150,1249050
"14289",242,2,1,0,2,14,9,0,0,15,13,22,6,2018-03-31,28,2676050,1245450
"14290",191,0,2,0,0,15,3,0,0,14,6,16,4,2018-03-31,20,2689450,1250050
"14291",172,3,2,0,3,20,14,4,0,26,20,32,14,2018-03-31,46,2698650,1249450
"14292",112,4,2,1,5,16,24,8,2,31,31,52,10,2018-03-31,62,2702350,1234650
"14293",88,3,3,1,0,4,4,9,0,11,13,16,8,2018-03-31,24,2677950,1261550
"14294",9,0,0,0,1,2,6,7,2,8,10,18,0,2018-03-31,18,2678050,1233250
"14295",158,4,5,0,1,7,9,5,1,14,18,26,6,2018-03-31,32,2697050,1233850
"14296",243,1,4,3,6,6,16,2,2,16,24,28,12,2018-03-31,40,2672050,1250150
"14297",44,0,0,1,1,3,4,2,2,8,5,13,0,2018-03-31,13,2700650,1275550
"14298",94,0,1,1,1,3,4,1,0,6,5,11,0,2018-03-31,11,2671650,1257250
"14299",52,6,3,2,1,16,10,5,0,19,24,35,8,2018-03-31,43,2690850,1253950
"14300",5,1,0,3,1,5,9,1,0,11,9,19,1,2018-03-31,20,2676750,1238350
"14301",33,2,0,0,1,2,4,2,1,5,7,7,5,2018-03-31,12,2692950,1275450
"14302",121,15,15,8,13,46,54,52,16,102,117,155,64,2018-03-31,219,2703450,1242750
"14303",261,2,4,1,4,13,14,6,2,19,27,27,19,2018-03-31,46,2687050,1250750
"14304",230,0,0,0,1,9,5,2,0,11,6,17,0,2018-03-31,17,2696750,1261850
"14305",27,1,2,0,4,4,4,0,0,6,9,14,1,2018-03-31,15,2690150,1283250
"14306",138,0,0,1,1,1,4,1,5,5,8,13,0,2018-03-31,13,2693650,1226850
