"","BFS","J_0_6","J_7_15","J_16_19","J_20_24","J_25_44","J_45_64","J_65_79","J_80P","MANN","FRAU","SCHWEIZ","AUSLAND","STICHTAG","TOT","GKODE_HEKTARMP","GKODN_HEKTARMP"
"13717",230,0,4,1,1,3,14,7,4,17,17,29,5,2018-03-31,34,2698650,1262750
"13718",142,11,1,0,5,20,12,16,0,32,33,59,6,2018-03-31,65,2691450,1232850
"13719",230,2,1,1,3,35,14,5,14,38,37,69,6,2018-03-31,75,2697050,1261750
"13720",243,3,13,3,5,30,24,33,19,67,63,91,39,2018-03-31,130,2672450,1251150
"13721",250,10,6,1,0,21,27,16,4,40,45,73,12,2018-03-31,85,2674250,1248350
"13722",191,2,17,9,5,23,53,9,2,58,62,99,21,2018-03-31,120,2689150,1249750
"13723",161,9,8,2,0,17,12,3,0,27,24,32,19,2018-03-31,51,2685750,1244150
"13724",221,4,1,1,9,6,21,3,1,23,23,45,1,2018-03-31,46,2695850,1266950
"13725",261,3,1,1,62,165,2,0,1,117,118,179,56,2018-03-31,235,2681550,1248050
"13726",230,12,13,2,6,37,28,41,16,67,88,116,39,2018-03-31,155,2693650,1262750
"13727",191,6,7,5,10,17,38,12,1,48,48,54,42,2018-03-31,96,2687550,1248650
"13728",193,2,6,0,2,12,10,2,0,15,19,14,20,2018-03-31,34,2690350,1247550
"13729",176,6,6,0,0,6,7,1,0,14,12,22,4,2018-03-31,26,2694850,1255450
"13730",96,13,13,4,7,50,38,16,2,71,72,81,62,2018-03-31,143,2677250,1256250
"13731",261,2,5,2,19,18,22,7,1,36,40,41,35,2018-03-31,76,2684350,1247850
"13732",84,6,2,3,0,12,12,9,2,24,22,38,8,2018-03-31,46,2675850,1254550
"13733",230,2,0,0,0,4,5,2,1,6,8,13,1,2018-03-31,14,2702450,1260450
"13734",120,1,3,5,4,16,46,10,5,44,46,66,24,2018-03-31,90,2712850,1236050
"13735",221,0,2,2,0,3,6,7,2,13,9,22,0,2018-03-31,22,2696150,1267150
"13736",198,2,2,5,7,11,30,6,0,29,34,48,15,2018-03-31,63,2697650,1245250
"13737",261,17,11,4,9,43,37,8,2,67,64,110,21,2018-03-31,131,2684550,1251350
"13738",64,1,2,1,1,8,14,10,2,18,21,33,6,2018-03-31,39,2690450,1257750
"13739",96,3,7,6,6,10,13,8,3,29,27,42,14,2018-03-31,56,2677150,1254350
"13740",142,5,1,1,6,7,13,1,5,19,20,34,5,2018-03-31,39,2692650,1231750
"13741",121,4,2,3,1,19,15,5,0,24,25,32,17,2018-03-31,49,2702650,1241050
"13742",230,5,6,4,11,47,35,11,3,55,67,82,40,2018-03-31,122,2694850,1262750
"13743",261,5,5,1,2,78,43,13,15,70,92,121,41,2018-03-31,162,2680150,1247050
"13744",115,4,4,2,9,16,23,10,6,35,39,71,3,2018-03-31,74,2701350,1240650
"13745",213,8,1,0,1,24,17,14,1,34,32,62,4,2018-03-31,66,2693050,1258550
"13746",66,5,1,2,3,27,22,6,0,39,27,50,16,2018-03-31,66,2684350,1253850
"13747",249,4,4,1,3,4,11,5,0,17,15,26,6,2018-03-31,32,2676250,1252150
"13748",230,1,5,4,2,7,13,5,4,18,23,33,8,2018-03-31,41,2695250,1260950
"13749",230,1,2,3,3,11,29,12,9,23,47,68,2,2018-03-31,70,2695550,1262950
"13750",114,4,5,3,2,7,10,7,1,18,21,34,5,2018-03-31,39,2712850,1245150
"13751",117,3,5,5,6,16,13,13,2,35,28,49,14,2018-03-31,63,2705950,1239950
"13752",196,6,6,3,1,17,17,11,5,28,38,59,7,2018-03-31,66,2696950,1240950
"13753",225,2,4,0,0,3,2,0,0,6,5,11,0,2018-03-31,11,2701150,1268850
"13754",261,2,0,0,3,14,4,25,5,21,32,30,23,2018-03-31,53,2683650,1253350
"13755",14,2,0,0,0,5,2,12,5,11,15,26,0,2018-03-31,26,2677950,1244250
"13756",2,14,12,6,5,49,39,22,1,67,81,112,36,2018-03-31,148,2676650,1237050
"13757",115,0,5,0,0,2,3,2,0,8,4,12,0,2018-03-31,12,2702850,1238150
"13758",261,2,6,2,2,23,15,6,1,29,28,35,22,2018-03-31,57,2686250,1251550
"13759",112,1,11,5,4,11,27,2,1,32,30,60,2,2018-03-31,62,2702650,1235250
"13760",261,12,15,1,6,52,24,11,9,65,65,109,21,2018-03-31,130,2679350,1247450
"13761",216,2,0,1,0,9,12,3,3,16,14,26,4,2018-03-31,30,2700250,1268050
"13762",261,8,9,0,7,20,14,6,5,37,32,51,18,2018-03-31,69,2685250,1248250
"13763",172,3,5,0,0,4,7,7,0,12,14,26,0,2018-03-31,26,2699650,1250250
"13764",161,4,7,2,3,14,17,7,1,29,26,37,18,2018-03-31,55,2686050,1244550
"13765",242,1,3,0,1,8,6,6,0,13,12,18,7,2018-03-31,25,2675850,1244950
"13766",230,2,0,0,0,7,1,5,0,8,7,10,5,2018-03-31,15,2700050,1259750
"13767",91,0,0,1,3,0,11,8,1,14,10,22,2,2018-03-31,24,2670750,1262650
"13768",63,0,1,0,1,15,8,4,0,14,15,20,9,2018-03-31,29,2687250,1260650
"13769",69,1,2,5,4,14,8,9,1,23,21,29,15,2018-03-31,44,2687650,1252250
"13770",44,3,0,3,0,8,8,0,0,13,9,17,5,2018-03-31,22,2700750,1275550
"13771",62,1,1,0,4,14,8,15,15,22,36,51,7,2018-03-31,58,2686850,1255450
"13772",13,0,4,1,2,6,15,2,0,16,14,22,8,2018-03-31,30,2679550,1241950
"13773",200,0,2,3,0,3,7,0,0,5,10,12,3,2018-03-31,15,2691550,1251450
"13774",248,3,12,4,1,3,13,2,0,19,19,34,4,2018-03-31,38,2676850,1247450
"13775",37,4,3,3,2,7,9,3,0,15,16,25,6,2018-03-31,31,2697250,1274150
"13776",230,3,6,2,4,20,28,24,12,41,58,80,19,2018-03-31,99,2696350,1263850
"13777",135,11,5,0,1,28,9,6,3,33,30,28,35,2018-03-31,63,2683350,1241350
"13778",156,4,3,1,2,3,16,2,0,14,17,31,0,2018-03-31,31,2692050,1236150
"13779",29,3,1,3,2,7,10,10,2,19,19,35,3,2018-03-31,38,2689250,1282550
"13780",182,5,5,1,2,11,7,7,0,20,18,37,1,2018-03-31,38,2704150,1253850
"13781",10,1,0,1,3,3,3,1,1,8,5,10,3,2018-03-31,13,2674250,1234650
"13782",111,5,2,5,5,12,27,6,7,38,31,57,12,2018-03-31,69,2707450,1243650
"13783",261,6,6,5,2,21,13,6,2,33,28,32,29,2018-03-31,61,2681250,1246050
"13784",98,2,2,0,2,2,4,1,2,9,6,15,0,2018-03-31,15,2672350,1261250
"13785",227,0,1,0,2,1,5,6,0,8,7,15,0,2018-03-31,15,2697250,1266550
"13786",173,4,5,2,5,9,18,8,2,25,28,51,2,2018-03-31,53,2704850,1247250
"13787",243,4,3,0,2,13,14,5,0,25,16,27,14,2018-03-31,41,2673150,1251450
"13788",64,0,0,4,1,3,12,2,0,12,10,22,0,2018-03-31,22,2690050,1257450
"13789",156,0,1,6,3,0,18,13,2,23,20,38,5,2018-03-31,43,2689150,1237350
"13790",230,2,2,2,8,28,17,4,5,36,32,50,18,2018-03-31,68,2698250,1261950
"13791",245,5,11,6,16,37,36,11,5,70,57,73,54,2018-03-31,127,2677750,1251150
"13792",28,1,1,1,1,6,6,12,11,19,20,39,0,2018-03-31,39,2687350,1269750
"13793",13,3,0,0,3,12,7,4,0,15,14,19,10,2018-03-31,29,2678650,1244350
"13794",198,1,0,1,0,3,3,2,2,6,6,12,0,2018-03-31,12,2695050,1244750
"13795",261,1,2,1,4,7,8,11,2,15,21,31,5,2018-03-31,36,2686350,1250250
"13796",191,7,2,0,1,14,7,1,0,19,13,27,5,2018-03-31,32,2689450,1250250
"13797",230,1,0,0,0,10,5,1,0,9,8,16,1,2018-03-31,17,2695450,1262350
"13798",193,3,2,3,2,7,11,20,1,25,24,42,7,2018-03-31,49,2690450,1246050
"13799",261,2,3,1,2,7,10,3,4,11,21,29,3,2018-03-31,32,2680850,1249750
"13800",51,1,3,2,2,8,26,13,2,25,32,43,14,2018-03-31,57,2683750,1262050
"13801",54,1,3,1,1,6,12,8,0,17,15,25,7,2018-03-31,32,2688750,1253450
"13802",296,4,6,0,3,18,9,15,4,30,29,39,20,2018-03-31,59,2693850,1253850
"13803",249,8,3,1,1,13,8,4,1,20,19,15,24,2018-03-31,39,2676150,1251550
"13804",89,0,6,0,2,8,8,2,1,11,16,18,9,2018-03-31,27,2680050,1260650
"13805",92,6,4,3,5,19,14,9,1,28,33,43,18,2018-03-31,61,2680550,1259350
"13806",24,0,6,3,0,5,21,4,2,19,22,41,0,2018-03-31,41,2688850,1267750
"13807",261,1,0,0,0,6,6,5,2,8,12,17,3,2018-03-31,20,2685350,1248150
"13808",261,6,2,2,8,31,31,30,12,56,66,90,32,2018-03-31,122,2679850,1251050
"13809",31,0,2,0,1,4,7,4,5,10,13,21,2,2018-03-31,23,2693450,1268650
"13810",261,0,0,0,0,9,2,3,1,7,8,8,7,2018-03-31,15,2682550,1246150
"13811",85,0,0,2,8,4,0,0,0,14,0,0,14,2018-03-31,14,2673250,1255750
"13812",296,2,1,0,1,7,2,4,2,10,9,15,4,2018-03-31,19,2694150,1253650
"13813",296,2,4,2,2,3,11,7,3,17,17,28,6,2018-03-31,34,2696250,1251950
"13814",261,4,3,2,3,21,21,19,0,35,38,54,19,2018-03-31,73,2684750,1247750
"13815",155,9,11,4,18,20,30,3,3,47,51,57,41,2018-03-31,98,2695350,1235150
"13816",120,0,7,3,1,8,8,7,0,18,16,34,0,2018-03-31,34,2711050,1237650
"13817",261,3,1,1,1,22,12,38,10,39,49,63,25,2018-03-31,88,2679050,1251450
"13818",135,0,5,1,2,0,17,7,4,16,20,29,7,2018-03-31,36,2683650,1242650
"13819",161,1,0,0,0,6,3,5,3,8,10,14,4,2018-03-31,18,2685350,1244250
"13820",131,6,7,3,3,27,25,11,3,36,49,53,32,2018-03-31,85,2682050,1241050
"13821",9,2,2,1,2,5,8,6,2,14,14,18,10,2018-03-31,28,2677050,1233450
"13822",152,1,2,1,1,6,1,0,0,6,6,8,4,2018-03-31,12,2689450,1239750
"13823",135,3,7,1,0,3,17,9,1,18,23,39,2,2018-03-31,41,2683450,1242550
"13824",13,5,2,3,1,11,12,3,2,20,19,26,13,2018-03-31,39,2678850,1244150
"13825",230,0,0,0,0,3,2,6,1,3,9,11,1,2018-03-31,12,2700650,1260150
"13826",113,0,6,1,1,11,11,3,3,20,16,22,14,2018-03-31,36,2707250,1236350
"13827",180,2,8,1,1,5,16,7,2,19,23,41,1,2018-03-31,42,2700450,1253850
"13828",120,8,4,1,3,22,15,7,7,27,40,44,23,2018-03-31,67,2711950,1236950
"13829",141,3,6,4,3,20,23,11,6,39,37,66,10,2018-03-31,76,2683850,1237350
"13830",216,1,1,0,2,2,7,5,2,10,10,20,0,2018-03-31,20,2698550,1267850
"13831",297,1,2,0,2,8,10,3,0,14,12,20,6,2018-03-31,26,2707650,1247750
"13832",138,2,7,3,0,6,10,3,2,16,17,31,2,2018-03-31,33,2695950,1228750
"13833",53,1,4,0,2,5,7,2,7,12,16,26,2,2018-03-31,28,2682450,1263750
"13834",53,0,3,1,1,4,4,3,0,7,9,11,5,2018-03-31,16,2682650,1264050
"13835",3,0,1,3,3,6,10,5,3,16,15,29,2,2018-03-31,31,2678250,1241950
"13836",8,2,0,0,2,4,2,0,2,6,6,10,2,2018-03-31,12,2674950,1231750
"13837",247,2,3,1,2,19,20,10,5,32,30,45,17,2018-03-31,62,2675250,1249850
"13838",55,4,9,1,2,12,26,4,3,29,32,57,4,2018-03-31,61,2682050,1270150
"13839",63,4,2,0,1,10,9,4,0,16,14,24,6,2018-03-31,30,2687150,1260250
"13840",294,3,7,2,6,22,26,3,2,31,40,60,11,2018-03-31,71,2707650,1260750
"13841",297,1,0,0,0,3,5,2,2,6,7,13,0,2018-03-31,13,2707350,1248150
"13842",27,4,6,2,5,11,22,1,0,27,24,50,1,2018-03-31,51,2690950,1282450
"13843",111,3,7,2,4,11,12,3,0,20,22,37,5,2018-03-31,42,2705850,1244150
"13844",226,6,8,1,3,19,5,3,1,24,22,46,0,2018-03-31,46,2704750,1258650
"13845",230,7,4,3,6,32,23,12,3,43,47,71,19,2018-03-31,90,2699650,1259950
"13846",261,5,0,0,0,13,11,6,5,15,25,33,7,2018-03-31,40,2680350,1246050
"13847",248,5,1,1,2,17,9,10,3,26,22,41,7,2018-03-31,48,2676150,1247550
"13848",154,3,2,0,0,3,7,0,0,10,5,12,3,2018-03-31,15,2689950,1241250
"13849",242,0,6,1,0,3,8,3,0,10,11,19,2,2018-03-31,21,2675750,1245550
"13850",261,6,4,3,3,10,12,4,1,17,26,38,5,2018-03-31,43,2686050,1246250
"13851",178,4,2,1,1,6,3,8,2,14,13,25,2,2018-03-31,27,2701250,1249850
"13852",9,1,2,0,0,3,0,4,2,5,7,8,4,2018-03-31,12,2677150,1233450
"13853",241,0,3,2,1,1,6,6,1,10,10,19,1,2018-03-31,20,2675950,1243050
"13854",195,1,7,0,0,8,6,7,4,14,19,33,0,2018-03-31,33,2690650,1245150
"13855",9,0,1,1,2,1,5,2,0,6,6,5,7,2018-03-31,12,2677150,1233150
"13856",13,2,2,0,2,2,5,4,0,10,7,15,2,2018-03-31,17,2679350,1243750
"13857",246,0,0,1,3,2,5,1,0,6,6,12,0,2018-03-31,12,2671950,1253850
"13858",161,6,7,0,1,10,16,3,3,20,26,32,14,2018-03-31,46,2687350,1244250
"13859",296,2,1,0,0,4,1,3,1,6,6,12,0,2018-03-31,12,2696550,1251150
"13860",230,5,4,1,0,4,4,9,8,16,19,35,0,2018-03-31,35,2697250,1260850
"13861",102,9,4,0,7,54,16,0,0,49,41,56,34,2018-03-31,90,2674450,1268350
"13862",261,1,3,1,3,21,9,6,2,21,25,27,19,2018-03-31,46,2683050,1251550
"13863",53,1,1,1,1,3,4,12,3,13,13,24,2,2018-03-31,26,2682350,1263750
"13864",120,0,3,0,0,4,8,1,1,9,8,17,0,2018-03-31,17,2712350,1237350
"13865",114,0,0,0,1,4,6,2,2,8,7,11,4,2018-03-31,15,2712950,1245850
"13866",247,5,8,4,11,50,35,3,1,61,56,41,76,2018-03-31,117,2675750,1250050
"13867",294,0,0,1,1,1,8,5,5,9,12,19,2,2018-03-31,21,2708050,1260550
"13868",52,3,2,2,3,5,11,8,4,18,20,33,5,2018-03-31,38,2690750,1254850
"13869",117,1,0,0,2,7,15,16,4,21,24,35,10,2018-03-31,45,2706150,1240250
"13870",160,3,1,0,2,3,2,0,1,4,8,9,3,2018-03-31,12,2690350,1242950
"13871",243,4,3,0,3,11,14,3,1,21,18,20,19,2018-03-31,39,2672050,1251550
"13872",199,0,0,0,0,4,3,3,1,6,5,5,6,2018-03-31,11,2692950,1249650
"13873",191,2,2,2,0,11,15,6,4,23,19,18,24,2018-03-31,42,2689250,1250950
"13874",4,0,2,1,1,2,4,5,6,8,13,21,0,2018-03-31,21,2683050,1232550
"13875",297,2,2,1,3,9,9,2,0,14,14,22,6,2018-03-31,28,2708650,1247150
"13876",13,0,0,0,0,5,7,10,4,11,15,24,2,2018-03-31,26,2678750,1244550
"13877",27,1,2,1,1,3,5,2,2,6,11,17,0,2018-03-31,17,2690750,1282850
"13878",67,1,2,0,0,2,0,3,3,6,5,11,0,2018-03-31,11,2682550,1274750
"13879",9,4,8,2,4,29,14,3,1,29,36,47,18,2018-03-31,65,2677450,1233050
"13880",158,0,0,0,1,2,10,3,0,10,6,16,0,2018-03-31,16,2700450,1232450
"13881",83,0,2,5,2,3,14,0,0,13,13,21,5,2018-03-31,26,2675750,1256550
"13882",63,0,2,2,0,0,16,8,1,16,13,25,4,2018-03-31,29,2687250,1258950
"13883",261,0,0,0,2,7,9,4,2,15,9,12,12,2018-03-31,24,2683850,1247050
"13884",112,2,5,3,3,8,9,3,3,25,11,34,2,2018-03-31,36,2704650,1236450
"13885",93,0,0,1,1,4,7,7,0,10,10,18,2,2018-03-31,20,2673150,1261750
"13886",182,0,3,1,0,4,7,0,0,9,6,12,3,2018-03-31,15,2703950,1253450
"13887",112,0,4,1,1,3,4,1,1,10,5,15,0,2018-03-31,15,2703750,1235950
"13888",89,4,11,3,2,20,12,4,1,27,30,54,3,2018-03-31,57,2679850,1260350
"13889",27,0,1,1,0,2,3,2,2,6,5,11,0,2018-03-31,11,2691750,1282150
"13890",93,0,0,2,1,2,5,6,2,8,10,18,0,2018-03-31,18,2673350,1261550
"13891",181,3,2,0,2,11,7,2,0,15,12,25,2,2018-03-31,27,2706150,1253350
"13892",113,1,4,0,0,1,13,8,0,13,14,21,6,2018-03-31,27,2708650,1237250
"13893",139,5,0,1,0,9,4,2,1,11,11,19,3,2018-03-31,22,2684350,1240450
"13894",137,4,4,4,7,10,26,14,0,33,36,59,10,2018-03-31,69,2685750,1236950
"13895",230,0,5,2,1,5,13,3,1,15,15,29,1,2018-03-31,30,2693550,1263150
"13896",112,0,3,1,1,1,8,21,1,16,20,33,3,2018-03-31,36,2704150,1235750
"13897",121,1,1,2,1,3,5,2,2,9,8,16,1,2018-03-31,17,2705050,1242850
"13898",230,6,0,1,4,15,10,3,4,25,18,36,7,2018-03-31,43,2697350,1260950
"13899",297,0,0,0,1,5,6,2,1,10,5,11,4,2018-03-31,15,2709150,1247350
"13900",200,0,3,2,1,5,22,9,1,23,20,42,1,2018-03-31,43,2690050,1252950
"13901",228,0,0,1,2,7,8,5,2,12,13,22,3,2018-03-31,25,2706450,1254850
"13902",54,11,3,4,13,31,10,3,4,47,32,63,16,2018-03-31,79,2689150,1253550
"13903",261,1,2,1,8,24,24,7,1,31,37,39,29,2018-03-31,68,2680850,1253450
"13904",230,3,6,3,10,16,11,2,0,28,23,26,25,2018-03-31,51,2698950,1261750
"13905",249,3,0,0,0,4,4,16,0,12,15,26,1,2018-03-31,27,2676350,1251950
"13906",177,0,1,0,0,0,5,5,2,7,6,12,1,2018-03-31,13,2702150,1246450
"13907",295,2,1,1,1,10,6,0,1,8,14,11,11,2018-03-31,22,2686950,1235050
"13908",250,0,2,0,0,6,11,2,0,9,12,17,4,2018-03-31,21,2673650,1248950
"13909",200,3,4,5,3,16,11,5,8,28,27,40,15,2018-03-31,55,2690650,1251750
"13910",157,3,4,1,6,32,15,5,1,39,28,26,41,2018-03-31,67,2697550,1235950
"13911",198,2,4,1,4,11,16,4,2,22,22,39,5,2018-03-31,44,2698650,1246650
"13912",88,1,1,1,1,0,8,3,0,8,7,12,3,2018-03-31,15,2678150,1262550
"13913",231,0,2,2,3,6,17,10,2,26,16,37,5,2018-03-31,42,2702550,1255750
"13914",153,2,0,0,0,2,9,8,1,12,10,22,0,2018-03-31,22,2702950,1233550
"13915",261,2,2,1,0,5,9,3,2,13,11,17,7,2018-03-31,24,2685950,1245950
"13916",230,1,0,0,3,3,5,0,1,7,6,13,0,2018-03-31,13,2700350,1258750
"13917",121,1,11,4,2,2,11,1,1,17,16,33,0,2018-03-31,33,2701750,1243350
"13918",199,18,6,8,11,34,25,15,5,57,65,83,39,2018-03-31,122,2693950,1249650
"13919",119,0,0,1,1,2,5,2,0,5,6,11,0,2018-03-31,11,2700050,1244550
"13920",154,0,2,0,2,1,5,3,2,9,6,13,2,2018-03-31,15,2687450,1240750
"13921",192,0,0,1,1,2,7,15,3,11,18,26,3,2018-03-31,29,2696250,1237950
"13922",296,5,3,0,7,35,17,2,0,33,36,50,19,2018-03-31,69,2696850,1251950
"13923",139,0,5,0,0,2,13,10,6,19,17,30,6,2018-03-31,36,2683950,1240250
"13924",261,2,0,1,1,9,9,4,0,13,13,12,14,2018-03-31,26,2685350,1247850
"13925",55,6,8,2,2,34,18,4,2,42,34,38,38,2018-03-31,76,2681650,1269250
"13926",154,2,2,0,3,3,5,4,2,9,12,20,1,2018-03-31,21,2687550,1241050
"13927",261,0,0,1,4,40,3,2,0,33,17,33,17,2018-03-31,50,2681750,1249350
"13928",198,0,3,0,2,4,9,6,0,11,13,20,4,2018-03-31,24,2696450,1245550
"13929",161,2,1,1,3,1,5,2,0,8,7,12,3,2018-03-31,15,2685850,1243150
"13930",250,2,3,0,0,6,12,2,0,10,15,24,1,2018-03-31,25,2674550,1248150
"13931",295,5,1,1,0,10,10,1,0,13,15,13,15,2018-03-31,28,2686750,1234850
"13932",199,6,9,2,4,18,12,0,0,29,22,12,39,2018-03-31,51,2692550,1248750
"13933",156,0,3,1,0,5,9,5,0,9,14,15,8,2018-03-31,23,2692650,1236450
"13934",245,3,6,2,5,10,14,3,4,24,23,27,20,2018-03-31,47,2677050,1251050
"13935",151,0,1,1,2,2,5,0,0,5,6,10,1,2018-03-31,11,2687750,1239550
"13936",90,0,4,1,1,8,3,3,0,12,8,11,9,2018-03-31,20,2679750,1259250
"13937",295,3,5,4,4,12,15,13,3,26,33,34,25,2018-03-31,59,2688250,1233850
"13938",161,1,7,2,1,9,8,1,0,16,13,24,5,2018-03-31,29,2687350,1244950
"13939",62,3,1,0,0,13,4,5,0,16,10,19,7,2018-03-31,26,2685750,1255250
"13940",242,1,0,0,0,4,4,0,2,5,6,6,5,2018-03-31,11,2676550,1245450
"13941",261,2,4,4,4,8,8,3,0,16,17,12,21,2018-03-31,33,2680950,1251850
"13942",198,1,0,0,1,14,6,2,0,16,8,16,8,2018-03-31,24,2695950,1245250
"13943",92,1,0,1,4,7,1,2,0,11,5,8,8,2018-03-31,16,2681550,1259250
"13944",261,11,11,6,9,115,79,25,4,148,112,173,87,2018-03-31,260,2680550,1248150
"13945",121,0,2,1,2,5,10,8,1,15,14,26,3,2018-03-31,29,2702450,1242850
"13946",295,14,17,12,10,53,45,23,17,88,103,127,64,2018-03-31,191,2688150,1233650
"13947",261,12,16,13,9,24,41,8,4,70,57,114,13,2018-03-31,127,2682250,1243750
"13948",261,15,1,6,4,48,47,14,7,64,78,125,17,2018-03-31,142,2683450,1249750
"13949",261,29,10,7,10,59,36,13,2,77,89,128,38,2018-03-31,166,2684650,1251450
"13950",261,3,5,5,13,109,43,13,1,111,81,113,79,2018-03-31,192,2683750,1248550
"13951",177,2,3,3,4,8,7,3,0,16,14,22,8,2018-03-31,30,2702450,1246350
"13952",261,13,14,5,10,163,79,18,4,157,149,173,133,2018-03-31,306,2682150,1249650
"13953",97,7,7,1,7,41,45,22,1,71,60,117,14,2018-03-31,131,2682150,1255450
"13954",151,0,2,6,2,5,11,5,2,14,19,26,7,2018-03-31,33,2687350,1240050
"13955",62,10,12,6,1,21,26,10,8,37,57,79,15,2018-03-31,94,2686850,1255750
"13956",250,3,2,0,2,8,19,2,0,18,18,35,1,2018-03-31,36,2673750,1249350
"13957",230,5,6,4,20,97,42,6,1,90,91,123,58,2018-03-31,181,2695450,1260750
"13958",141,3,4,1,3,15,23,6,2,32,25,34,23,2018-03-31,57,2685350,1238850
"13959",142,11,10,3,4,32,21,9,5,47,48,64,31,2018-03-31,95,2690250,1233850
"13960",131,3,3,0,1,21,9,5,0,21,21,21,21,2018-03-31,42,2681450,1240950
"13961",261,12,3,0,0,66,8,1,2,48,44,64,28,2018-03-31,92,2682350,1249750
"13962",154,4,23,9,8,18,41,16,2,65,56,119,2,2018-03-31,121,2687750,1242750
"13963",5,5,10,4,5,22,25,9,1,36,45,75,6,2018-03-31,81,2676050,1239050
"13964",261,21,49,14,18,95,90,42,14,158,185,228,115,2018-03-31,343,2682350,1248950
"13965",191,3,6,0,0,21,39,1,0,33,37,57,13,2018-03-31,70,2691450,1249850
"13966",191,20,26,11,12,75,39,26,3,109,103,134,78,2018-03-31,212,2688850,1251150
"13967",90,0,5,4,0,4,7,12,2,17,17,34,0,2018-03-31,34,2679550,1259750
"13968",261,0,4,1,5,4,8,14,2,22,16,25,13,2018-03-31,38,2684950,1251150
"13969",261,4,4,2,6,21,15,13,5,36,34,49,21,2018-03-31,70,2683850,1252750
"13970",295,8,5,2,2,23,17,9,1,22,45,51,16,2018-03-31,67,2688350,1234650
"13971",245,17,23,4,10,59,34,12,3,87,75,83,79,2018-03-31,162,2676950,1251450
"13972",55,9,7,0,7,24,24,11,7,43,46,73,16,2018-03-31,89,2681050,1270250
"13973",62,0,3,2,1,10,7,9,3,15,20,30,5,2018-03-31,35,2686050,1255650
"13974",261,3,9,5,4,17,27,8,5,34,44,59,19,2018-03-31,78,2685650,1246150
"13975",261,3,5,0,7,65,11,3,1,47,48,63,32,2018-03-31,95,2683250,1250250
"13976",141,1,3,1,0,11,9,2,1,14,14,21,7,2018-03-31,28,2684450,1238650
"13977",178,0,14,2,1,6,21,2,0,27,19,41,5,2018-03-31,46,2700850,1250450
"13978",53,2,6,3,0,11,7,4,1,15,19,27,7,2018-03-31,34,2683250,1264650
"13979",44,5,3,3,3,9,16,4,2,22,23,41,4,2018-03-31,45,2700050,1276850
"13980",191,3,10,4,2,12,21,6,3,29,32,57,4,2018-03-31,61,2690050,1249550
"13981",93,4,9,7,6,8,21,0,3,24,34,58,0,2018-03-31,58,2672750,1261750
"13982",245,2,6,5,7,34,25,13,5,53,44,61,36,2018-03-31,97,2677150,1251350
"13983",138,3,6,4,3,12,19,14,9,35,35,62,8,2018-03-31,70,2695050,1229050
"13984",142,2,1,7,9,13,18,10,5,34,31,61,4,2018-03-31,65,2692950,1231750
"13985",60,1,0,5,2,9,9,0,1,16,11,15,12,2018-03-31,27,2680850,1262250
"13986",261,8,4,1,11,39,18,11,1,44,49,59,34,2018-03-31,93,2683450,1250550
"13987",62,15,12,10,8,35,34,7,4,51,74,102,23,2018-03-31,125,2687150,1256350
"13988",11,3,9,3,4,14,17,9,6,30,35,51,14,2018-03-31,65,2673050,1237150
"13989",2,2,5,1,6,8,23,4,0,24,25,48,1,2018-03-31,49,2675650,1237950
"13990",261,3,1,2,5,18,11,13,78,47,84,93,38,2018-03-31,131,2680050,1247050
"13991",261,6,5,5,5,44,33,10,3,61,50,70,41,2018-03-31,111,2681050,1252450
"13992",230,13,51,9,13,40,32,3,0,81,80,151,10,2018-03-31,161,2697750,1260750
"13993",261,9,21,8,2,40,50,34,11,74,101,156,19,2018-03-31,175,2684250,1248450
"13994",230,16,4,3,4,69,41,10,2,67,82,138,11,2018-03-31,149,2698250,1261550
"13995",230,7,1,0,7,43,2,1,0,35,26,56,5,2018-03-31,61,2696350,1261750
"13996",230,4,3,4,4,13,20,6,1,25,30,51,4,2018-03-31,55,2700450,1262550
"13997",177,7,2,0,3,46,18,7,3,44,42,69,17,2018-03-31,86,2701550,1246750
"13998",261,4,7,0,8,31,21,4,2,40,37,57,20,2018-03-31,77,2684150,1250350
"13999",294,17,11,3,2,31,23,17,6,59,51,88,22,2018-03-31,110,2707550,1261350
"14000",261,4,2,0,6,57,24,12,11,57,59,83,33,2018-03-31,116,2679150,1248950
"14001",261,2,8,0,4,17,17,6,6,31,29,48,12,2018-03-31,60,2684450,1248650
"14002",247,14,13,11,9,40,49,17,3,75,81,101,55,2018-03-31,156,2674950,1249950
"14003",198,4,3,4,6,8,12,8,1,31,15,28,18,2018-03-31,46,2697550,1244250
"14004",154,8,2,0,15,48,29,15,4,70,51,52,69,2018-03-31,121,2686250,1241450
"14005",138,6,5,4,2,28,35,12,8,53,47,60,40,2018-03-31,100,2696150,1228950
"14006",86,3,3,1,0,10,5,11,3,13,23,27,9,2018-03-31,36,2676350,1259250
"14007",245,13,7,4,0,43,23,13,0,48,55,62,41,2018-03-31,103,2676950,1251350
"14008",261,3,2,7,3,4,13,5,3,21,19,35,5,2018-03-31,40,2681050,1245850
"14009",64,15,21,9,7,43,40,14,9,83,75,97,61,2018-03-31,158,2691450,1255550
"14010",198,1,2,0,5,22,8,2,2,21,21,26,16,2018-03-31,42,2695950,1245850
"14011",261,7,26,14,18,27,56,11,8,72,95,147,20,2018-03-31,167,2678350,1251850
